Promise_ID,Call_ID,Account_ID,Promise_Date,Promise_Due_Date,Promised_Amount,Promise_Status
7748,175742,8974,2026-02-03,2026-03-04,7348.26,Active
7749,175755,8975,2025-01-03,2025-02-02,390.02,Broken
7750,175788,8976,2025-03-19,2025-04-10,936.29,Kept
7751,175805,8977,2026-01-08,2026-01-15,3082.14,Broken
7752,175815,8978,2026-01-07,2026-01-23,3037.85,Broken
7753,175840,8979,2025-07-18,2025-08-01,498.84,Kept
7754,175847,8980,2024-11-29,2024-12-09,384.38,Broken
7755,175880,8981,2026-01-10,2026-01-29,2680.47,Kept
7756,175905,8982,2025-07-09,2025-07-14,783.02,Kept
7757,175911,8983,2026-01-30,2026-02-28,3727.59,Active
7758,175932,8984,2025-07-24,2025-08-15,121.18,Broken
7759,175976,8985,2025-02-19,2025-02-22,550.17,Broken
7760,175986,8986,2025-11-16,2025-11-27,1353.53,Kept
7761,175993,8987,2024-12-22,2025-01-16,98.96,Kept
7762,176032,8988,2025-12-22,2026-01-20,1579.59,Broken
7763,176042,8989,2026-02-02,2026-02-09,767.08,Active
7764,176049,8990,2026-01-08,2026-02-06,6626.45,Active
7765,176057,8991,2026-02-02,2026-02-26,4032.45,Active
7766,176067,8992,2026-02-04,2026-02-12,346.61,Active
7767,176073,8993,2025-01-03,2025-01-17,3141.8,Kept
7768,176097,8994,2025-08-06,2025-08-29,395.95,Broken
7769,176115,8995,2025-12-14,2025-12-17,89.05,Kept
7770,176126,8996,2025-03-10,2025-03-12,225.44,Kept
7771,176157,8997,2025-03-02,2025-03-20,69.69,Kept
7772,176182,8998,2025-07-14,2025-07-24,258.72,Kept
7773,176204,8999,2026-01-29,2026-02-15,1105.42,Active
7774,176217,9000,2024-10-03,2024-10-11,1412.75,Kept
7775,176242,9001,2025-12-04,2025-12-22,79.98,Kept
7776,176262,9002,2025-06-12,2025-07-04,2942.53,Kept
7777,176288,9003,2024-12-10,2024-12-19,41.32,Broken
7778,176347,9005,2025-04-20,2025-04-23,706.76,Kept
7779,176372,9006,2025-01-14,2025-02-13,157.55,Broken
7780,176418,9008,2024-10-06,2024-10-11,1352.81,Broken
7781,176489,9010,2025-09-28,2025-10-01,2240.59,Broken
7782,176501,9011,2026-01-20,2026-02-14,5949.63,Active
7783,176511,9012,2026-01-19,2026-02-13,7844.81,Active
7784,176523,9013,2025-10-13,2025-11-05,2333.76,Broken
7785,176565,9017,2024-09-07,2024-10-05,615.99,Kept
7786,176583,9018,2025-05-04,2025-05-31,235.7,Broken
7787,176652,9020,2025-04-19,2025-05-11,482.31,Broken
7788,176669,9021,2025-11-23,2025-12-01,1318.27,Broken
7789,176681,9022,2024-07-21,2024-08-06,533.41,Broken
7790,176712,9023,2025-07-13,2025-07-23,1116.25,Kept
7791,176726,9024,2026-01-06,2026-01-10,14353.56,Kept
7792,176734,9025,2026-01-30,2026-02-13,4211.98,Active
7793,176755,9026,2025-01-24,2025-02-09,2186.23,Broken
7794,176777,9027,2025-07-15,2025-07-16,227.08,Broken
7795,176793,9028,2025-12-03,2025-12-17,2080.47,Kept
7796,176805,9029,2025-12-12,2025-12-28,832.8,Broken
7797,176832,9030,2025-01-03,2025-01-25,5895.75,Kept
7798,176865,9031,2024-12-29,2025-01-28,299.09,Broken
7799,176893,9032,2026-02-21,2026-03-15,6838.78,Active
7800,176898,9033,2026-01-14,2026-01-17,4693.24,Kept
7801,176905,9034,2025-10-31,2025-11-25,2108.52,Broken
7802,176940,9035,2024-08-28,2024-09-03,643.04,Broken
7803,176986,9037,2026-01-06,2026-01-21,3872.15,Kept
7804,177002,9038,2025-10-24,2025-10-25,2555.87,Kept
7805,177012,9039,2024-07-12,2024-07-25,184.44,Broken
7806,177047,9040,2025-03-15,2025-03-21,437.86,Broken
7807,177075,9041,2025-10-03,2025-11-01,3343.17,Kept
7808,177111,9042,2024-10-21,2024-10-31,436.29,Kept
7809,177119,9043,2026-01-22,2026-02-09,734.47,Active
7810,177129,9044,2024-10-25,2024-11-05,500.88,Broken
7811,177158,9045,2026-01-29,2026-02-12,2177.64,Active
7812,177167,9046,2025-11-16,2025-12-06,348.21,Kept
7813,177244,9049,2024-09-07,2024-10-04,215.65,Broken
7814,177273,9050,2026-01-11,2026-01-29,746.83,Kept
7815,177281,9051,2026-01-10,2026-01-13,488.62,Kept
7816,177313,9052,2025-01-02,2025-01-27,2648.95,Broken
7817,177339,9053,2025-03-12,2025-03-23,105.32,Broken
7818,177364,9054,2025-04-17,2025-05-14,1469.75,Broken
7819,177370,9055,2025-08-29,2025-09-26,562.5,Broken
7820,177423,9057,2024-07-21,2024-08-08,3943.9,Kept
7821,177453,9058,2026-01-12,2026-01-22,4408.04,Kept
7822,177462,9059,2026-01-04,2026-02-01,3149.93,Active
7823,177469,9060,2025-07-30,2025-08-24,125.91,Broken
7824,177491,9061,2026-02-10,2026-02-16,795.42,Active
7825,177494,9062,2025-05-30,2025-06-19,3204.2,Broken
7826,177516,9063,2026-01-29,2026-02-16,1672.34,Active
7827,177531,9064,2026-02-17,2026-03-10,6662.62,Active
7828,177543,9065,2024-09-05,2024-09-07,552.65,Broken
7829,177577,9066,2024-10-28,2024-11-16,3163.21,Broken
7830,177605,9067,2025-02-25,2025-03-02,361.44,Broken
7831,177627,9068,2026-01-17,2026-01-30,716.64,Kept
7832,177632,9069,2025-02-10,2025-03-01,183.33,Broken
7833,177661,9070,2025-05-28,2025-06-17,1033.98,Kept
7834,177685,9071,2026-02-12,2026-03-12,2404.44,Active
7835,177729,9074,2025-05-12,2025-06-01,282.82,Broken
7836,177756,9075,2024-12-19,2025-01-01,748.55,Broken
7837,177782,9076,2024-09-20,2024-10-06,37.92,Kept
7838,177817,9077,2025-01-30,2025-02-08,2810.21,Broken
7839,177845,9078,2025-06-05,2025-06-19,4663.01,Broken
7840,177863,9079,2025-07-21,2025-08-02,675.99,Broken
7841,177903,9081,2025-12-20,2026-01-13,543.67,Kept
7842,177929,9082,2024-12-03,2024-12-14,677.79,Kept
7843,177952,9083,2026-01-22,2026-02-12,844.14,Active
7844,177962,9084,2025-08-04,2025-08-14,2531.46,Broken
7845,177984,9085,2025-09-14,2025-10-04,2656.27,Kept
7846,177992,9086,2026-02-14,2026-03-11,1495.28,Active
7847,178002,9087,2026-02-10,2026-03-06,16893.28,Active
7848,178014,9088,2025-06-26,2025-07-25,1094.65,Broken
7849,178038,9089,2025-05-26,2025-06-04,917.48,Kept
7850,178053,9090,2025-05-18,2025-05-21,340.36,Broken
7851,178134,9092,2024-10-06,2024-10-24,395.8,Broken
7852,178143,9093,2026-01-13,2026-01-30,1941.17,Kept
7853,178153,9095,2025-03-14,2025-03-23,729.24,Broken
7854,178179,9096,2026-01-18,2026-02-15,2638.52,Active
7855,178197,9097,2024-11-15,2024-12-15,187.44,Broken
7856,178248,9098,2025-02-24,2025-03-02,1457.42,Kept
7857,178256,9099,2025-02-19,2025-03-04,1089.47,Kept
7858,178275,9100,2025-07-16,2025-07-17,1641.43,Kept
7859,178300,9101,2025-09-26,2025-10-13,3283.65,Broken
7860,178309,9102,2024-12-02,2024-12-12,127.25,Broken
7861,178340,9103,2026-01-14,2026-02-08,433.07,Active
7862,178348,9104,2025-08-21,2025-09-12,92.71,Kept
7863,178363,9105,2025-12-04,2025-12-28,296.85,Kept
7864,178380,9107,2025-03-24,2025-04-11,374.7,Broken
7865,178407,9108,2025-07-29,2025-08-08,6523.49,Kept
7866,178433,9109,2025-05-21,2025-06-14,90.84,Kept
7867,178440,9110,2025-04-06,2025-04-21,2718.04,Kept
7868,178488,9112,2024-11-05,2024-11-12,1853.12,Broken
7869,178529,9113,2025-03-31,2025-04-25,612.12,Kept
7870,178553,9114,2026-02-22,2026-03-02,1215.4,Active
7871,178608,9116,2025-04-07,2025-04-12,1274.04,Kept
7872,178628,9117,2024-08-21,2024-09-16,225.66,Broken
7873,178648,9118,2025-03-08,2025-03-09,290.22,Kept
7874,178672,9119,2025-07-10,2025-07-15,4031.33,Broken
7875,178685,9120,2025-12-25,2025-12-29,7929.19,Kept
7876,178696,9121,2025-05-19,2025-06-11,205.6,Broken
7877,178730,9122,2024-09-14,2024-09-15,512.45,Kept
7878,178767,9123,2024-09-15,2024-09-22,572.0,Kept
7879,178795,9124,2025-12-08,2025-12-23,290.91,Kept
7880,178804,9125,2025-11-19,2025-12-11,1524.99,Kept
7881,178849,9127,2026-01-14,2026-01-30,2268.48,Broken
7882,178859,9128,2026-01-28,2026-02-08,14626.03,Active
7883,178868,9129,2025-06-24,2025-07-20,202.78,Kept
7884,178918,9131,2025-07-02,2025-07-10,163.99,Kept
7885,178938,9132,2026-01-30,2026-02-27,917.35,Active
7886,178946,9133,2025-07-23,2025-08-04,4065.35,Kept
7887,178971,9134,2025-05-03,2025-05-12,4563.41,Broken
7888,178983,9135,2025-12-16,2026-01-14,4928.9,Broken
7889,179005,9136,2025-08-20,2025-08-24,290.6,Kept
7890,179013,9137,2025-05-21,2025-06-07,477.4,Kept
7891,179036,9138,2026-01-09,2026-01-19,3036.2,Kept
7892,179044,9139,2024-09-29,2024-10-20,497.09,Broken
7893,179106,9140,2024-11-17,2024-12-14,617.61,Kept
7894,179112,9141,2026-01-26,2026-01-30,1028.41,Kept
7895,179122,9142,2025-09-27,2025-10-27,1672.6,Broken
7896,179135,9143,2026-01-14,2026-01-25,197.5,Kept
7897,179144,9144,2025-11-14,2025-11-29,332.12,Kept
7898,179161,9145,2025-04-16,2025-05-02,648.54,Kept
7899,179182,9146,2025-07-10,2025-07-17,1162.7,Kept
7900,179208,9147,2024-09-16,2024-09-20,1546.94,Kept
7901,179235,9148,2026-02-03,2026-02-14,1650.78,Active
7902,179239,9149,2025-03-05,2025-03-19,2564.8,Broken
7903,179267,9150,2025-07-19,2025-08-13,5468.54,Kept
7904,179278,9151,2025-07-08,2025-07-22,510.23,Kept
7905,179295,9152,2026-01-24,2026-01-28,586.65,Broken
7906,179302,9153,2025-11-28,2025-12-13,4944.97,Kept
7907,179375,9156,2025-01-24,2025-02-13,432.96,Kept
7908,179405,9157,2024-10-20,2024-11-09,48.21,Broken
7909,179443,9158,2025-10-15,2025-10-23,261.82,Broken
7910,179446,9159,2025-10-06,2025-10-20,127.29,Kept
7911,179480,9161,2024-12-28,2024-12-30,578.07,Broken
7912,179525,9162,2024-11-11,2024-11-29,190.78,Broken
7913,179535,9163,2026-01-07,2026-01-30,4478.62,Kept
7914,179546,9164,2025-09-06,2025-09-10,121.38,Kept
7915,179560,9165,2025-03-06,2025-04-01,244.95,Broken
7916,179615,9166,2025-03-16,2025-04-02,420.53,Broken
7917,179668,9168,2024-12-19,2025-01-18,2011.82,Kept
7918,179692,9169,2025-06-18,2025-06-23,1286.76,Kept
7919,179712,9170,2024-08-10,2024-08-22,1024.85,Broken
7920,179743,9171,2026-01-13,2026-02-08,8630.04,Active
7921,179753,9172,2026-01-19,2026-01-23,3771.42,Kept
7922,179761,9173,2024-12-10,2024-12-22,365.11,Broken
7923,179793,9174,2025-11-20,2025-12-10,4642.64,Kept
7924,179841,9176,2026-01-01,2026-01-20,3234.76,Kept
7925,179863,9177,2025-08-18,2025-08-27,7850.3,Kept
7926,179866,9178,2024-12-02,2024-12-30,940.62,Kept
7927,179904,9179,2025-03-10,2025-04-08,439.42,Broken
7928,179942,9180,2024-11-26,2024-12-25,726.74,Kept
7929,179965,9181,2024-10-22,2024-11-10,174.54,Broken
7930,179993,9182,2025-03-12,2025-03-23,783.95,Broken
7931,180016,9183,2024-12-30,2025-01-21,434.65,Kept
7932,180039,9184,2025-07-10,2025-08-05,602.96,Broken
7933,180055,9185,2025-06-17,2025-06-24,627.59,Broken
7934,180087,9186,2024-08-18,2024-08-23,97.28,Kept
7935,180111,9187,2025-10-09,2025-10-26,1410.14,Kept
7936,180141,9188,2025-07-10,2025-07-14,686.16,Broken
7937,180152,9189,2025-12-08,2025-12-11,4131.68,Kept
7938,180169,9190,2026-01-29,2026-02-12,5659.16,Active
7939,180174,9191,2026-02-02,2026-02-06,7966.53,Active
7940,180190,9192,2025-09-30,2025-10-12,448.48,Kept
7941,180208,9193,2024-11-22,2024-12-07,2384.22,Kept
7942,180229,9194,2026-02-01,2026-03-01,14808.65,Active
7943,180241,9195,2025-08-31,2025-09-20,268.22,Broken
7944,180256,9196,2025-05-13,2025-05-15,735.76,Kept
7945,180285,9197,2025-05-01,2025-05-07,1772.28,Kept
7946,180301,9198,2026-02-02,2026-02-28,706.8,Active
7947,180350,9201,2025-12-06,2025-12-24,6052.57,Broken
7948,180365,9202,2026-01-22,2026-02-15,1655.62,Active
7949,180373,9203,2026-01-21,2026-02-19,18342.35,Active
7950,180381,9204,2026-01-19,2026-02-08,1155.57,Active
7951,180389,9205,2025-07-31,2025-08-13,523.82,Kept
7952,180405,9206,2026-01-23,2026-02-17,5766.9,Active
7953,180443,9207,2025-01-09,2025-01-10,361.02,Kept
7954,180454,9208,2025-03-04,2025-03-18,139.44,Kept
7955,180474,9209,2025-09-20,2025-10-11,3029.03,Broken
7956,180485,9210,2026-01-19,2026-01-24,1107.22,Kept
7957,180507,9211,2025-05-15,2025-06-01,126.08,Kept
7958,180518,9212,2025-02-23,2025-03-13,185.58,Kept
7959,180541,9213,2025-08-14,2025-09-11,2275.1,Kept
7960,180561,9214,2026-01-22,2026-02-04,6974.68,Active
7961,180566,9216,2026-01-19,2026-02-06,231.53,Active
7962,180579,9217,2025-12-11,2025-12-16,3719.11,Kept
7963,180592,9218,2024-08-31,2024-09-22,724.88,Kept
7964,180628,9219,2024-11-13,2024-11-15,726.4,Broken
7965,180665,9220,2025-04-12,2025-04-15,1629.99,Kept
7966,180681,9221,2026-01-03,2026-01-27,506.5,Kept
7967,180705,9222,2025-01-27,2025-02-10,105.83,Broken
7968,180726,9223,2025-05-13,2025-06-04,119.49,Broken
7969,180783,9225,2026-02-01,2026-02-09,361.68,Active
7970,180788,9226,2026-02-05,2026-02-25,10255.09,Active
7971,180799,9227,2025-12-13,2026-01-06,2046.47,Kept
7972,180813,9228,2026-01-08,2026-01-22,1244.05,Kept
7973,180853,9230,2026-02-03,2026-02-04,8208.91,Active
7974,180865,9231,2025-10-23,2025-10-26,942.82,Broken
7975,180877,9232,2026-01-29,2026-02-23,4562.32,Active
7976,180891,9233,2025-10-28,2025-11-13,341.16,Kept
7977,180928,9234,2025-01-22,2025-01-31,1777.46,Kept
7978,180932,9235,2025-11-23,2025-12-14,6660.34,Kept
7979,180987,9237,2025-11-26,2025-12-02,668.1,Kept
7980,181010,9239,2025-03-01,2025-03-13,1587.83,Broken
7981,181057,9241,2024-07-17,2024-08-11,1021.77,Broken
7982,181089,9242,2026-02-07,2026-02-19,13230.42,Active
7983,181095,9243,2026-01-30,2026-02-11,784.74,Active
7984,181101,9244,2026-01-29,2026-02-14,1908.94,Active
7985,181115,9245,2025-12-12,2025-12-25,1562.5,Kept
7986,181168,9247,2025-07-08,2025-07-12,402.03,Kept
7987,181180,9248,2025-09-28,2025-10-06,6097.54,Broken
7988,181195,9249,2024-09-28,2024-10-21,165.46,Broken
7989,181231,9250,2024-11-19,2024-11-24,449.51,Broken
7990,181265,9251,2024-11-13,2024-11-17,312.32,Broken
7991,181297,9252,2025-09-20,2025-10-20,2541.29,Broken
7992,181329,9254,2025-12-21,2026-01-02,1019.29,Kept
7993,181346,9255,2025-12-06,2025-12-10,2929.98,Broken
7994,181359,9256,2025-12-09,2025-12-26,1549.4,Broken
7995,181379,9257,2026-01-16,2026-01-22,301.12,Kept
7996,181385,9258,2025-10-09,2025-11-01,260.14,Kept
7997,181404,9259,2026-01-19,2026-01-22,206.06,Broken
7998,181421,9260,2025-04-02,2025-05-01,385.15,Kept
7999,181431,9261,2025-10-06,2025-10-13,676.1,Broken
8000,181484,9263,2026-02-14,2026-02-18,2269.64,Active
8001,181487,9264,2025-10-03,2025-10-18,121.21,Kept
8002,181507,9265,2025-09-22,2025-10-13,8477.63,Kept
8003,181520,9266,2026-02-06,2026-02-14,9222.63,Active
8004,181527,9267,2025-05-31,2025-06-13,1067.65,Kept
8005,181551,9268,2025-08-02,2025-09-01,351.16,Broken
8006,181564,9269,2025-02-15,2025-02-28,2151.33,Broken
8007,181587,9270,2026-01-22,2026-02-10,7086.5,Active
8008,181594,9271,2026-01-03,2026-01-19,65.81,Kept
8009,181623,9272,2024-10-20,2024-11-14,98.34,Kept
8010,181641,9273,2025-05-17,2025-05-25,1688.23,Broken
8011,181660,9274,2025-02-13,2025-02-26,5753.21,Kept
8012,181716,9275,2024-12-05,2024-12-17,72.03,Broken
8013,181720,9276,2025-09-05,2025-09-30,478.75,Kept
8014,181735,9277,2025-12-26,2026-01-17,13322.55,Kept
8015,181778,9279,2026-01-07,2026-01-09,316.13,Kept
8016,181792,9280,2025-10-14,2025-10-23,4709.37,Broken
8017,181808,9281,2025-06-05,2025-06-07,214.14,Kept
8018,181857,9283,2026-01-31,2026-02-04,1460.57,Active
8019,181872,9284,2025-06-03,2025-06-18,209.84,Kept
8020,181893,9285,2024-10-02,2024-10-06,264.99,Broken
8021,181925,9286,2024-12-10,2024-12-25,103.87,Broken
8022,181955,9287,2025-05-04,2025-05-25,242.63,Kept
8023,181979,9288,2026-01-26,2026-02-10,2639.36,Active
8024,181986,9289,2026-01-21,2026-02-14,7496.66,Active
8025,182004,9290,2024-11-14,2024-12-08,1633.76,Broken
8026,182047,9291,2025-07-12,2025-08-10,76.34,Broken
8027,182052,9292,2026-01-07,2026-01-09,6153.13,Broken
8028,182064,9294,2025-10-05,2025-10-10,18812.89,Kept
8029,182080,9295,2026-02-05,2026-02-14,4624.86,Active
8030,182083,9296,2026-01-30,2026-02-13,675.26,Active
8031,182099,9297,2025-02-18,2025-03-04,932.66,Broken
8032,182116,9298,2026-02-03,2026-02-21,1422.49,Active
8033,182128,9299,2025-10-19,2025-11-17,245.2,Kept
8034,182185,9301,2025-06-22,2025-07-13,1807.46,Broken
8035,182203,9302,2024-08-11,2024-08-22,1683.14,Broken
8036,182251,9303,2025-05-15,2025-05-22,430.41,Kept
8037,182256,9304,2026-02-02,2026-02-14,501.91,Active
8038,182262,9305,2025-11-12,2025-11-18,5095.3,Kept
8039,182286,9306,2024-08-14,2024-09-03,335.38,Broken
8040,182314,9307,2025-04-25,2025-05-13,123.07,Broken
8041,182366,9309,2025-08-27,2025-09-03,792.97,Kept
8042,182387,9310,2025-12-24,2026-01-12,82.2,Kept
8043,182397,9311,2025-11-26,2025-12-02,306.14,Kept
8044,182412,9312,2026-01-18,2026-02-14,2130.49,Active
8045,182422,9313,2025-12-24,2025-12-27,294.91,Kept
8046,182483,9315,2025-07-16,2025-08-07,581.91,Kept
8047,182489,9316,2025-07-08,2025-07-31,191.89,Broken
8048,182503,9317,2025-09-09,2025-10-05,476.08,Kept
8049,182541,9318,2024-10-06,2024-10-23,189.79,Broken
8050,182564,9319,2024-10-14,2024-10-16,1337.93,Kept
8051,182596,9320,2025-07-23,2025-08-08,924.11,Broken
8052,182640,9321,2024-12-02,2024-12-14,9262.12,Kept
8053,182645,9322,2024-08-02,2024-08-25,278.63,Broken
8054,182678,9323,2026-01-04,2026-01-26,711.73,Kept
8055,182699,9324,2026-01-06,2026-01-31,673.07,Broken
8056,182736,9326,2025-07-19,2025-08-12,9047.49,Broken
8057,182785,9328,2025-01-30,2025-02-04,1239.42,Broken
8058,182811,9329,2025-08-13,2025-08-17,1494.62,Broken
8059,182832,9330,2024-09-13,2024-10-06,25.63,Broken
8060,182857,9331,2025-07-26,2025-07-29,1898.42,Broken
8061,182877,9332,2026-01-15,2026-02-11,7352.65,Active
8062,182881,9333,2026-01-18,2026-02-03,11412.08,Active
8063,182891,9334,2025-07-18,2025-08-16,190.22,Broken
8064,182903,9335,2025-09-09,2025-10-02,2483.74,Broken
8065,182920,9336,2026-01-09,2026-01-13,14713.08,Kept
8066,182926,9337,2026-01-04,2026-01-23,15148.16,Kept
8067,182946,9338,2025-04-22,2025-04-26,709.29,Kept
8068,182958,9339,2026-01-11,2026-01-22,8520.94,Kept
8069,182971,9340,2025-07-06,2025-07-13,513.64,Kept
8070,183062,9343,2026-02-16,2026-03-13,1273.73,Active
8071,183066,9344,2025-10-01,2025-10-18,3587.24,Broken
8072,183084,9345,2024-07-17,2024-07-19,174.86,Broken
8073,183129,9346,2024-11-01,2024-11-13,597.62,Broken
8074,183152,9347,2025-09-20,2025-10-11,451.74,Broken
8075,183190,9350,2026-01-21,2026-02-08,4824.63,Active
8076,183233,9352,2026-02-10,2026-03-10,109.65,Active
8077,183289,9355,2025-06-10,2025-06-14,1007.17,Broken
8078,183320,9356,2024-08-17,2024-08-28,360.39,Kept
8079,183358,9357,2025-03-31,2025-04-13,29.1,Kept
8080,183369,9358,2025-03-13,2025-04-02,498.03,Kept
8081,183396,9359,2025-09-23,2025-10-09,1083.52,Kept
8082,183409,9360,2025-10-14,2025-11-06,3082.17,Kept
8083,183424,9361,2026-02-02,2026-03-04,8350.89,Active
8084,183439,9362,2025-07-15,2025-07-20,1903.24,Broken
8085,183463,9363,2025-02-16,2025-02-25,4526.31,Broken
8086,183477,9364,2026-01-29,2026-02-25,4513.31,Active
8087,183486,9365,2025-09-17,2025-10-13,271.91,Broken
8088,183503,9366,2025-06-29,2025-07-05,147.31,Kept
8089,183535,9367,2024-10-27,2024-10-28,754.57,Broken
8090,183549,9368,2024-07-10,2024-07-20,517.8,Broken
8091,183589,9369,2025-08-03,2025-08-21,17.82,Kept
8092,183604,9370,2024-11-25,2024-12-17,162.18,Kept
8093,183633,9371,2026-01-02,2026-01-29,2528.2,Kept
8094,183640,9372,2025-05-30,2025-06-19,2036.58,Broken
8095,183675,9373,2024-11-14,2024-11-17,515.91,Broken
8096,183700,9374,2025-11-06,2025-11-09,34.5,Kept
8097,183717,9375,2026-02-09,2026-03-01,1754.61,Active
8098,183724,9376,2025-10-13,2025-10-23,650.44,Kept
8099,183753,9377,2024-10-07,2024-10-30,307.88,Kept
8100,183799,9378,2025-03-11,2025-03-21,324.18,Broken
8101,183806,9379,2025-10-13,2025-10-16,4049.89,Kept
8102,183836,9381,2025-11-16,2025-12-13,1352.07,Broken
8103,183851,9382,2025-11-13,2025-12-05,408.26,Kept
8104,183865,9383,2025-02-12,2025-02-19,362.11,Kept
8105,183898,9384,2025-01-30,2025-02-23,477.4,Kept
8106,183922,9385,2026-01-27,2026-02-02,17974.98,Active
8107,183930,9386,2026-01-22,2026-02-04,923.16,Active
8108,183954,9387,2024-12-14,2024-12-28,133.87,Broken
8109,183972,9388,2026-01-30,2026-02-05,8016.76,Active
8110,183984,9389,2025-12-29,2026-01-17,766.57,Kept
8111,183992,9390,2025-07-04,2025-07-17,1751.09,Kept
8112,184007,9391,2025-09-28,2025-10-25,2426.76,Broken
8113,184025,9392,2025-12-26,2026-01-21,2636.37,Kept
8114,184037,9393,2025-10-02,2025-10-22,953.3,Kept
8115,184051,9394,2024-11-14,2024-11-23,650.02,Kept
8116,184088,9395,2026-02-01,2026-02-14,1395.78,Active
8117,184094,9396,2025-12-27,2026-01-02,1399.23,Kept
8118,184110,9397,2025-10-22,2025-10-29,147.32,Kept
8119,184131,9398,2024-09-08,2024-09-16,756.83,Broken
8120,184172,9399,2025-07-04,2025-07-08,1685.08,Kept
8121,184180,9400,2026-01-27,2026-02-25,1380.94,Active
8122,184188,9401,2026-01-28,2026-02-21,4418.49,Active
8123,184213,9402,2024-10-11,2024-10-25,278.22,Kept
8124,184229,9403,2025-03-26,2025-04-05,3429.86,Kept
8125,184289,9405,2026-01-17,2026-02-06,1231.71,Active
8126,184345,9407,2024-12-16,2024-12-27,473.56,Kept
8127,184354,9408,2025-04-10,2025-05-07,5194.02,Kept
8128,184379,9409,2025-10-13,2025-11-07,76.69,Broken
8129,184410,9411,2024-12-14,2025-01-09,677.29,Kept
8130,184445,9412,2025-02-05,2025-03-07,4297.4,Kept
8131,184461,9413,2025-11-23,2025-12-12,4645.84,Broken
8132,184517,9415,2025-04-06,2025-04-20,562.05,Broken
8133,184552,9416,2025-01-09,2025-02-05,978.15,Kept
8134,184580,9417,2024-12-04,2024-12-19,348.43,Kept
8135,184601,9418,2025-12-18,2025-12-20,3645.05,Broken
8136,184622,9419,2025-06-16,2025-06-27,259.25,Broken
8137,184634,9420,2025-04-11,2025-04-18,412.08,Broken
8138,184688,9422,2025-10-02,2025-10-22,305.15,Kept
8139,184704,9423,2025-03-15,2025-03-29,1830.56,Broken
8140,184744,9424,2024-11-30,2024-12-09,1473.55,Kept
8141,184754,9425,2026-01-22,2026-02-14,155.07,Active
8142,184767,9426,2025-06-14,2025-07-12,551.86,Kept
8143,184793,9427,2025-07-12,2025-07-15,1032.42,Broken
8144,184809,9428,2026-01-07,2026-01-10,3805.49,Broken
8145,184819,9429,2025-12-03,2025-12-29,2009.07,Broken
8146,184832,9430,2025-07-02,2025-08-01,1020.35,Kept
8147,184848,9431,2026-01-07,2026-02-03,4642.78,Active
8148,184856,9432,2025-07-18,2025-08-01,2070.37,Kept
8149,184871,9433,2026-01-05,2026-01-23,1595.1,Kept
8150,184884,9434,2025-04-06,2025-04-07,612.33,Broken
8151,184904,9435,2025-05-03,2025-05-12,884.66,Kept
8152,184930,9436,2025-05-17,2025-05-27,2097.92,Kept
8153,184951,9437,2025-11-09,2025-12-08,463.18,Kept
8154,184972,9438,2025-12-04,2025-12-05,2922.86,Kept
8155,184989,9439,2025-11-12,2025-12-07,3422.5,Broken
8156,184995,9440,2026-01-17,2026-01-31,3931.88,Broken
8157,185004,9441,2025-05-09,2025-05-25,1566.91,Broken
8158,185027,9442,2026-01-05,2026-01-29,910.72,Kept
8159,185041,9443,2025-05-06,2025-05-20,571.38,Broken
8160,185078,9444,2025-01-18,2025-01-24,603.03,Kept
8161,185108,9445,2025-07-01,2025-07-03,665.19,Broken
8162,185120,9446,2025-11-25,2025-12-17,1817.44,Broken
8163,185173,9448,2024-08-08,2024-08-24,111.98,Kept
8164,185199,9449,2025-12-28,2026-01-24,3358.43,Broken
8165,185209,9450,2026-02-12,2026-02-15,9805.77,Active
8166,185240,9452,2025-11-02,2025-11-27,1425.02,Kept
8167,185253,9453,2026-01-20,2026-01-28,1215.66,Kept
8168,185262,9454,2024-12-13,2024-12-31,577.65,Kept
8169,185296,9455,2024-09-19,2024-10-06,672.58,Broken
8170,185332,9456,2025-06-16,2025-06-17,1415.66,Kept
8171,185361,9457,2025-04-04,2025-04-22,1713.45,Kept
8172,185389,9458,2025-05-25,2025-06-20,309.07,Broken
8173,185401,9459,2025-09-05,2025-09-26,95.21,Kept
8174,185418,9460,2025-02-18,2025-03-18,941.28,Kept
8175,185451,9461,2025-06-14,2025-06-27,518.21,Kept
8176,185468,9462,2026-02-10,2026-02-21,12017.51,Active
8177,185473,9463,2025-10-06,2025-10-08,691.15,Kept
8178,185488,9464,2025-03-21,2025-03-31,873.82,Broken
8179,185517,9465,2025-12-20,2026-01-02,1393.64,Broken
8180,185553,9466,2024-10-15,2024-11-07,843.48,Kept
8181,185563,9467,2026-01-30,2026-02-04,4616.69,Active
8182,185568,9468,2026-01-09,2026-01-21,909.04,Kept
8183,185605,9470,2025-05-14,2025-05-30,283.23,Kept
8184,185625,9471,2025-06-26,2025-07-25,104.0,Kept
8185,185650,9472,2026-01-17,2026-01-26,2270.58,Broken
8186,185691,9474,2025-06-16,2025-06-22,268.59,Kept
8187,185714,9475,2026-01-08,2026-01-21,6550.34,Kept
8188,185752,9476,2024-11-16,2024-11-18,5384.36,Broken
8189,185791,9478,2025-07-08,2025-08-06,2477.12,Kept
8190,185804,9479,2026-01-30,2026-02-15,4754.34,Active
8191,185815,9480,2025-06-08,2025-06-28,388.6,Kept
8192,185838,9481,2026-01-11,2026-01-21,180.08,Kept
