Payment_ID,Account_ID,Promise_ID,Payment_Date,Payment_Amount,Payment_Method
12458,6930,5998.0,2026-04-01,4980.8,Bank Transfer
12460,6931,5998.0,2026-04-14,206.6,Bank Transfer
12462,6932,,2025-02-02,718.52,ACH
12463,6932,,2025-03-02,272.01,ACH
12461,6932,5999.0,2025-03-03,701.21,ACH
12464,6933,6000.0,2026-01-09,7165.67,Online Portal
12465,6934,6001.0,2025-04-01,364.39,Bank Transfer
12468,6935,,2026-01-21,451.0,Online Portal
12466,6935,6002.0,2026-01-22,1227.08,Online Portal
12467,6935,6002.0,2026-01-29,3792.16,ACH
12469,6936,6003.0,2026-03-28,3777.62,ACH
12470,6937,6004.0,2026-03-12,147.98,Bank Transfer
12471,6938,6005.0,2025-04-24,2048.09,Online Portal
12472,6939,6006.0,2026-02-02,267.14,Card
12473,6940,6007.0,2026-03-10,6242.13,ACH
12474,6941,6008.0,2026-03-05,4714.8,ACH
12475,6941,6008.0,2026-03-15,4983.29,Online Portal
12476,6942,6009.0,2025-01-27,4128.49,ACH
12479,6943,,2024-11-16,244.6,ACH
12477,6943,6010.0,2024-11-18,494.95,ACH
12478,6943,6010.0,2024-11-26,703.43,ACH
12480,6944,6010.0,2024-11-12,345.49,Online Portal
12481,6944,6010.0,2024-11-23,551.23,Online Portal
12482,6944,6010.0,2024-11-27,703.43,Online Portal
12483,6945,6011.0,2026-04-09,1664.74,Card
12484,6945,6011.0,2026-04-15,1171.28,Bank Transfer
12485,6945,6011.0,2026-04-19,1570.62,ACH
12486,6946,6012.0,2026-03-13,2522.35,Online Portal
12487,6947,6013.0,2025-06-20,151.76,Card
12488,6947,6013.0,2025-06-24,251.15,Online Portal
12489,6948,6013.0,2025-06-29,107.85,Card
12490,6948,6013.0,2025-07-09,111.34,ACH
12491,6948,6013.0,2025-07-22,233.19,Online Portal
12493,6949,,2026-01-15,57.54,Card
12492,6949,6014.0,2026-01-22,2944.22,Bank Transfer
12494,6950,6015.0,2025-06-05,3835.49,Online Portal
12495,6951,6016.0,2026-01-09,617.46,Online Portal
12496,6952,6016.0,2026-01-08,581.14,ACH
12497,6953,6016.0,2026-01-03,508.49,Online Portal
12499,6954,,2026-02-06,1521.3,ACH
12498,6954,6017.0,2026-04-02,4212.92,Online Portal
12500,6955,6017.0,2026-03-24,405.56,Card
12501,6956,6018.0,2026-02-02,268.66,Online Portal
12502,6956,6018.0,2026-02-04,608.34,Online Portal
12503,6957,6019.0,2024-09-10,629.15,ACH
12504,6957,,2024-09-19,185.49,Online Portal
12505,6958,6020.0,2025-02-04,445.38,Online Portal
12506,6959,6021.0,2025-05-15,518.68,Online Portal
12507,6960,6022.0,2025-05-08,183.33,ACH
12508,6960,,2025-05-20,88.99,Card
12509,6960,,2025-07-10,45.88,Card
12510,6961,6023.0,2025-06-09,73.7,ACH
12511,6961,6023.0,2025-06-12,88.56,Card
12512,6961,6023.0,2025-06-19,164.49,Bank Transfer
12513,6962,6024.0,2025-06-15,289.19,Online Portal
12514,6963,6025.0,2025-05-31,2667.31,Card
12515,6963,,2025-07-12,1346.53,Online Portal
12516,6963,,2025-08-20,774.2,Online Portal
12517,6964,6026.0,2024-12-23,705.38,Card
12518,6964,,2024-12-24,660.87,Online Portal
12519,6965,6027.0,2025-04-25,98.18,ACH
12521,6966,,2025-12-24,1308.05,Bank Transfer
12520,6966,6028.0,2026-01-11,1375.32,Online Portal
12522,6967,6029.0,2026-01-13,305.54,Card
12524,6968,,2026-03-02,47.72,Card
12523,6968,6030.0,2026-04-15,1506.2,Online Portal
12525,6969,6031.0,2026-03-27,7409.26,ACH
12526,6969,6031.0,2026-04-11,8394.13,ACH
12528,6970,,2025-04-13,72.91,ACH
12527,6970,6032.0,2025-04-30,33.8,ACH
12529,6971,6033.0,2025-09-19,255.85,Online Portal
12530,6971,6033.0,2025-09-19,936.99,ACH
12532,6972,,2026-02-20,105.0,Card
12531,6972,6034.0,2026-03-19,1679.8,Card
12533,6973,6035.0,2025-08-05,2744.41,Card
12534,6974,6036.0,2026-01-09,1838.86,ACH
12535,6974,6036.0,2026-01-18,1527.56,Online Portal
12538,6975,,2026-02-01,405.09,Card
12536,6975,6037.0,2026-03-22,4563.05,ACH
12537,6975,6037.0,2026-03-22,7906.28,Online Portal
12539,6976,6038.0,2025-06-08,966.84,Online Portal
12540,6977,6039.0,2026-03-15,9014.34,Card
12541,6978,6040.0,2025-07-20,473.36,ACH
12542,6979,6041.0,2025-06-05,1985.99,Online Portal
12543,6979,,2025-06-19,267.96,Card
12544,6979,,2025-07-06,203.77,Online Portal
12545,6980,6042.0,2026-04-01,5312.69,Card
12546,6981,6043.0,2025-02-02,74.77,ACH
12547,6982,6044.0,2026-02-06,3631.43,Online Portal
12548,6983,6045.0,2026-02-05,2049.34,Online Portal
12549,6984,6046.0,2026-03-15,5312.29,ACH
12550,6985,6047.0,2026-02-05,957.95,ACH
12551,6985,6047.0,2026-02-19,659.11,Card
12552,6986,6047.0,2026-01-31,578.63,Online Portal
12553,6986,6047.0,2026-02-15,1617.06,ACH
12554,6987,6048.0,2025-03-30,46.77,Online Portal
12555,6987,6048.0,2025-04-04,76.91,Online Portal
12556,6987,6048.0,2025-04-19,96.52,Card
12557,6988,6049.0,2025-03-03,235.88,Online Portal
12558,6988,6049.0,2025-03-11,160.53,Card
12559,6988,6049.0,2025-03-13,421.64,Online Portal
12560,6989,6049.0,2025-02-24,505.97,Online Portal
12561,6990,6049.0,2025-03-06,238.51,Online Portal
12562,6990,6049.0,2025-03-21,534.08,Online Portal
12563,6991,6050.0,2026-04-09,6344.88,Online Portal
12564,6992,6051.0,2024-11-29,583.5,Online Portal
12565,6993,6052.0,2026-03-22,1720.83,Card
12567,6994,,2025-09-01,514.66,Card
12566,6994,6053.0,2025-09-25,252.94,Online Portal
12568,6995,6054.0,2026-03-15,14265.22,Card
12569,6996,6055.0,2025-07-28,5180.41,ACH
12570,6997,6056.0,2025-01-01,16.64,Card
12571,6997,6056.0,2025-01-08,21.27,Online Portal
12572,6997,6056.0,2025-01-19,35.77,Online Portal
12573,6998,6056.0,2025-01-15,35.77,ACH
12574,6998,,2025-03-12,639.29,Online Portal
12575,6999,6057.0,2025-03-04,59.84,ACH
12576,7000,6058.0,2026-03-07,549.37,Online Portal
12577,7000,6058.0,2026-03-18,390.56,Card
12578,7001,6059.0,2025-04-09,254.77,Bank Transfer
12579,7001,,2025-05-11,437.14,ACH
12580,7002,6060.0,2026-01-31,4717.89,ACH
12581,7003,6061.0,2025-08-15,1714.55,Online Portal
12582,7004,6062.0,2025-09-25,313.84,Online Portal
12584,7005,,2025-07-31,65.1,Card
12583,7005,6063.0,2025-08-03,60.41,Card
12585,7006,6064.0,2024-11-18,74.12,Online Portal
12586,7007,6065.0,2025-06-28,162.52,Card
12587,7007,6065.0,2025-07-07,216.05,Online Portal
12588,7008,6065.0,2025-06-26,115.77,ACH
12589,7008,6065.0,2025-07-03,187.25,Online Portal
12590,7009,6066.0,2025-08-07,596.72,Online Portal
12591,7009,6066.0,2025-08-07,1528.68,ACH
12592,7010,6067.0,2026-04-04,7177.47,ACH
12595,7011,,2025-03-14,1078.57,Online Portal
12593,7011,6068.0,2025-04-03,482.87,ACH
12594,7011,6068.0,2025-04-16,949.34,Bank Transfer
12596,7012,6069.0,2026-02-21,198.35,ACH
12597,7012,6069.0,2026-02-28,138.53,Card
12598,7013,6070.0,2025-11-01,60.92,Online Portal
12599,7013,6070.0,2025-11-09,104.84,Card
12600,7014,6070.0,2025-10-27,82.88,Card
12601,7015,6071.0,2025-02-03,128.62,Online Portal
12602,7016,6072.0,2026-02-07,10947.21,Online Portal
12603,7017,6073.0,2025-05-21,666.02,Card
12604,7017,6073.0,2025-05-28,302.39,ACH
12605,7017,6073.0,2025-06-12,1076.38,Online Portal
12606,7018,6073.0,2025-05-04,595.06,Bank Transfer
12608,7019,,2025-08-29,490.05,Online Portal
12607,7019,6074.0,2025-09-27,5178.65,Bank Transfer
12609,7020,6075.0,2025-02-17,103.4,Card
12610,7021,6076.0,2025-01-28,531.3,ACH
12611,7022,6077.0,2026-03-26,937.99,Bank Transfer
12612,7022,6077.0,2026-04-09,2421.84,Online Portal
12613,7023,6077.0,2026-03-26,419.7,ACH
12614,7023,6077.0,2026-04-04,452.56,ACH
12615,7024,6078.0,2025-07-23,656.71,Online Portal
12616,7025,6079.0,2026-02-23,2528.53,Online Portal
12617,7026,6079.0,2026-02-22,196.54,Card
12618,7026,6079.0,2026-02-26,362.97,ACH
12619,7027,6080.0,2025-07-20,483.52,Online Portal
12620,7027,,2025-07-26,1028.47,Online Portal
12621,7027,,2025-09-01,912.94,Card
12622,7027,,2025-09-11,476.31,Online Portal
12625,7028,,2026-01-29,506.95,Card
12626,7028,,2026-02-08,801.61,ACH
12623,7028,6081.0,2026-03-20,451.6,ACH
12624,7028,6081.0,2026-04-02,1582.23,Online Portal
12627,7029,6082.0,2026-02-10,912.2,Online Portal
12628,7029,6082.0,2026-02-21,1878.55,Online Portal
12629,7030,6083.0,2026-03-12,1020.77,ACH
12630,7031,6084.0,2024-11-08,82.6,Card
12631,7032,6084.0,2024-12-10,156.94,Online Portal
12632,7033,6085.0,2025-02-14,2243.88,Online Portal
12633,7033,6085.0,2025-02-27,3630.04,ACH
12634,7033,,2025-02-28,273.09,Online Portal
12635,7034,6086.0,2025-12-11,1054.14,Bank Transfer
12636,7034,6086.0,2025-12-24,1117.17,Online Portal
12637,7035,6087.0,2025-09-21,309.36,ACH
12638,7036,6088.0,2025-05-23,36.67,ACH
12639,7036,,2025-05-30,39.99,Online Portal
12641,7037,,2026-01-16,52.78,Online Portal
12640,7037,6089.0,2026-01-29,1761.52,Card
12642,7037,,2026-02-08,48.56,Online Portal
12644,7038,,2026-01-18,240.97,Online Portal
12643,7038,6090.0,2026-01-30,8248.21,Online Portal
12645,7038,,2026-02-14,239.92,Online Portal
12646,7039,6091.0,2025-08-16,261.8,Bank Transfer
12647,7039,,2025-08-25,885.86,Card
12649,7040,,2026-01-16,6.7,Bank Transfer
12648,7040,6092.0,2026-03-31,779.53,Online Portal
12651,7041,,2026-02-11,2517.6,Bank Transfer
12650,7041,6092.0,2026-04-07,779.53,Online Portal
12652,7042,6093.0,2026-03-09,11634.64,Card
12653,7043,6094.0,2024-12-02,587.69,Bank Transfer
12654,7043,6094.0,2024-12-04,586.58,ACH
12655,7043,6094.0,2024-12-12,573.18,Online Portal
12656,7044,6095.0,2026-04-17,3720.61,ACH
12657,7045,6096.0,2025-08-06,357.95,ACH
12658,7045,,2025-09-16,304.85,Card
12659,7046,6097.0,2025-07-31,259.99,Online Portal
12660,7046,6097.0,2025-08-11,527.01,Bank Transfer
12661,7047,6098.0,2025-08-07,1045.5,ACH
12662,7047,6098.0,2025-08-15,752.78,Online Portal
12663,7047,6098.0,2025-08-21,1825.94,Online Portal
12665,7048,,2026-02-16,167.52,Bank Transfer
12666,7048,,2026-03-17,75.56,Card
12664,7048,6099.0,2026-04-17,2794.47,ACH
12668,7049,,2024-11-02,1339.75,ACH
12669,7049,,2024-12-14,1340.73,ACH
12667,7049,6100.0,2025-02-03,1654.7,Card
12670,7050,6101.0,2024-09-20,597.71,Card
12671,7050,,2024-09-24,798.21,Card
12673,7051,,2025-02-10,790.37,Bank Transfer
12672,7051,6102.0,2025-03-09,1337.32,Card
12674,7052,6103.0,2025-07-07,1159.09,ACH
12675,7053,6104.0,2026-02-03,4574.38,Card
12676,7054,6104.0,2026-02-10,483.61,Online Portal
12677,7054,6104.0,2026-02-13,1166.61,Card
12678,7055,6105.0,2025-07-19,285.07,Online Portal
12680,7056,,2024-12-06,146.0,Online Portal
12679,7056,6105.0,2025-07-30,237.56,Bank Transfer
12681,7057,6106.0,2026-04-10,984.71,ACH
12682,7058,6107.0,2025-10-25,8487.75,ACH
12683,7059,6108.0,2025-02-15,166.99,Online Portal
12684,7060,6109.0,2025-03-24,65.4,Online Portal
12685,7061,6110.0,2025-09-17,2071.73,Online Portal
12687,7062,,2026-01-15,304.47,Online Portal
12686,7062,6111.0,2026-01-21,5111.83,ACH
12688,7062,,2026-01-27,115.13,Online Portal
12689,7063,6111.0,2026-01-13,421.19,Card
12691,7064,,2024-12-12,1371.06,ACH
12690,7064,6112.0,2025-01-24,3517.16,Online Portal
12692,7065,6113.0,2024-10-06,442.81,ACH
12693,7065,6113.0,2024-10-13,862.65,Card
12694,7065,,2024-10-25,968.41,Card
12695,7066,6114.0,2025-10-13,3248.05,ACH
12696,7067,6115.0,2025-03-12,143.94,ACH
12697,7067,6115.0,2025-03-25,253.55,Online Portal
12698,7067,,2025-05-24,143.4,ACH
12699,7068,6116.0,2026-02-03,366.15,Online Portal
12700,7068,6116.0,2026-02-14,616.36,Card
12701,7069,6117.0,2026-03-24,218.66,Online Portal
12703,7070,,2025-12-05,1011.32,Card
12702,7070,6118.0,2025-12-26,2878.27,Online Portal
12704,7071,6119.0,2025-06-07,224.72,ACH
12705,7072,6120.0,2026-02-02,1498.47,ACH
12706,7072,6120.0,2026-02-10,5951.91,Online Portal
12708,7073,,2025-07-12,366.42,Online Portal
12707,7073,6121.0,2025-07-22,808.4,Card
12709,7074,6122.0,2025-10-26,132.7,Online Portal
12710,7074,6122.0,2025-10-29,171.27,Online Portal
12712,7074,,2025-11-04,290.72,ACH
12711,7074,6122.0,2025-11-11,227.68,Card
12713,7075,6123.0,2025-08-17,3636.99,ACH
12714,7076,6124.0,2025-01-28,409.83,Card
12715,7076,,2025-03-20,471.72,Online Portal
12716,7077,6125.0,2025-09-08,7555.04,Bank Transfer
12717,7078,6126.0,2025-10-22,149.77,Online Portal
12718,7078,6126.0,2025-10-31,436.51,Online Portal
12719,7078,,2025-11-24,64.22,ACH
12720,7079,6127.0,2025-12-28,1710.62,Online Portal
12721,7080,6128.0,2026-03-04,1295.21,ACH
12722,7080,6128.0,2026-03-16,1273.2,Online Portal
12723,7081,6129.0,2025-05-28,7.18,Online Portal
12724,7081,6129.0,2025-06-02,11.61,Bank Transfer
12725,7082,6130.0,2025-03-30,198.68,Card
12726,7083,6131.0,2026-03-01,11667.24,Online Portal
12727,7084,6132.0,2025-05-24,2057.89,Online Portal
12728,7084,6132.0,2025-06-06,2429.09,Online Portal
12729,7085,6133.0,2026-01-29,3308.68,Bank Transfer
12730,7085,6133.0,2026-02-07,825.12,Online Portal
12731,7085,6133.0,2026-02-10,1496.45,ACH
12732,7086,6133.0,2026-02-12,262.2,Card
12733,7087,6134.0,2026-02-01,511.71,Online Portal
12734,7087,6134.0,2026-02-16,335.61,Online Portal
12735,7087,6134.0,2026-02-21,481.03,Online Portal
12737,7088,,2025-02-12,120.08,Online Portal
12736,7088,6135.0,2025-04-11,547.64,Online Portal
12738,7089,6136.0,2026-01-18,5492.15,Online Portal
12739,7089,,2026-02-07,53.45,Online Portal
12742,7090,,2024-12-10,1496.94,Online Portal
12740,7090,6137.0,2025-01-14,2067.26,Bank Transfer
12741,7090,6137.0,2025-01-18,2638.11,Online Portal
12744,7091,,2025-06-16,173.02,Card
12743,7091,6138.0,2025-07-02,602.17,Card
12745,7091,,2025-07-07,195.42,Bank Transfer
12747,7092,,2025-08-08,143.17,ACH
12746,7092,6139.0,2025-08-15,1135.28,Card
12748,7092,,2025-08-28,57.19,Bank Transfer
12749,7092,,2025-09-03,63.68,ACH
12750,7093,6140.0,2026-02-16,4084.27,ACH
12751,7093,6140.0,2026-02-17,1865.7,ACH
12752,7093,6140.0,2026-02-28,2236.8,Bank Transfer
12753,7094,6141.0,2024-11-22,970.46,Online Portal
12754,7095,6141.0,2024-11-24,985.62,Bank Transfer
12755,7096,6142.0,2025-09-13,770.47,Online Portal
12756,7096,,2025-09-13,79.93,ACH
12757,7097,6143.0,2026-01-31,952.95,ACH
12758,7098,6144.0,2026-03-08,10542.66,Card
12759,7098,6144.0,2026-03-16,8668.37,ACH
12761,7099,,2024-12-23,2243.92,Online Portal
12760,7099,6145.0,2025-01-17,3163.91,Card
12762,7100,6146.0,2025-01-19,504.38,Online Portal
12763,7100,,2025-02-27,153.82,Online Portal
12764,7101,6147.0,2025-03-24,143.48,Online Portal
12765,7101,6147.0,2025-04-05,117.93,ACH
12766,7101,6147.0,2025-04-08,276.26,Online Portal
12767,7102,6148.0,2025-12-19,3668.71,ACH
12768,7103,6148.0,2025-12-26,3668.71,Card
12769,7104,6148.0,2025-12-23,627.45,Bank Transfer
12770,7105,6149.0,2025-11-10,145.63,Card
12771,7105,6149.0,2025-11-13,118.13,Bank Transfer
12772,7105,6149.0,2025-11-19,195.7,Card
12773,7106,6150.0,2025-05-09,204.52,ACH
12774,7107,6151.0,2025-08-07,44.47,Card
12775,7108,6152.0,2024-12-25,980.45,Online Portal
12777,7109,,2025-07-27,594.23,Online Portal
12776,7109,6153.0,2025-07-29,5937.88,Online Portal
12778,7109,,2025-09-18,547.15,Online Portal
12779,7110,6154.0,2025-07-17,73.84,ACH
12781,7111,,2024-11-24,83.3,ACH
12780,7111,6155.0,2025-02-21,109.2,Online Portal
12782,7112,6156.0,2025-11-24,4588.47,ACH
12783,7112,6156.0,2025-12-08,3143.96,Online Portal
12784,7113,6157.0,2025-11-27,770.84,ACH
12785,7114,6158.0,2026-01-12,2195.22,ACH
12786,7115,6158.0,2026-01-16,906.69,Online Portal
12787,7115,6158.0,2026-01-17,1975.7,Online Portal
12788,7116,6159.0,2024-12-20,722.18,Online Portal
12790,7117,,2026-02-04,138.22,Online Portal
12789,7117,6160.0,2026-04-07,6789.35,Online Portal
12791,7118,6161.0,2026-03-17,1242.68,ACH
12793,7119,,2026-03-04,21.39,ACH
12792,7119,6162.0,2026-03-15,2510.45,ACH
12794,7120,6162.0,2026-03-02,1101.5,ACH
12797,7121,,2024-10-15,54.92,ACH
12795,7121,6163.0,2024-12-23,72.87,Card
12796,7121,6163.0,2024-12-31,184.6,Card
12799,7122,,2026-01-11,1037.7,Online Portal
12798,7122,6164.0,2026-01-26,16887.47,ACH
12800,7122,,2026-01-26,573.09,Card
12801,7123,6165.0,2026-03-30,14973.35,Online Portal
12802,7124,6166.0,2026-04-27,63.17,Online Portal
12803,7124,6166.0,2026-05-07,56.37,Online Portal
12804,7125,6166.0,2026-04-05,41.48,ACH
12805,7125,6166.0,2026-04-07,95.63,ACH
12807,7126,,2026-01-17,71.7,ACH
12806,7126,6167.0,2026-03-26,5082.38,Card
12808,7127,6168.0,2024-08-06,220.25,ACH
12809,7127,6168.0,2024-08-14,184.56,Online Portal
12810,7128,6169.0,2026-03-21,3321.29,Online Portal
12811,7129,6170.0,2025-11-22,1056.17,Card
12812,7129,,2025-11-22,170.85,Card
12813,7130,6171.0,2025-10-20,4524.95,Online Portal
12815,7131,,2025-07-14,66.06,Bank Transfer
12814,7131,6172.0,2025-09-05,319.54,Bank Transfer
12816,7132,6173.0,2025-10-17,118.01,Bank Transfer
12817,7132,6173.0,2025-10-29,101.37,Online Portal
12818,7132,6173.0,2025-11-13,97.39,Card
12819,7133,6174.0,2025-09-29,326.64,ACH
12820,7133,6174.0,2025-10-05,608.27,Card
12821,7134,6175.0,2025-03-31,31.79,Card
12822,7134,6175.0,2025-04-10,80.47,Online Portal
12823,7134,,2025-04-17,146.79,ACH
12824,7134,,2025-05-10,50.22,Bank Transfer
12825,7135,6176.0,2024-12-05,216.21,Online Portal
12826,7136,6176.0,2024-12-06,156.69,Online Portal
12827,7137,6177.0,2026-04-13,16333.91,Online Portal
12828,7138,6178.0,2025-08-24,334.02,Bank Transfer
12829,7139,6179.0,2026-01-06,8358.67,Online Portal
12830,7140,6179.0,2025-12-27,8955.72,Online Portal
12831,7141,6180.0,2025-12-22,2613.6,Card
12832,7141,6180.0,2025-12-29,2939.71,ACH
12833,7142,6181.0,2025-03-30,350.94,ACH
12834,7143,6182.0,2025-01-22,30.04,Card
12835,7144,6183.0,2024-12-18,182.24,Online Portal
12837,7145,,2025-10-08,684.58,Online Portal
12836,7145,6184.0,2025-10-15,1824.58,ACH
12839,7146,,2026-02-07,251.06,Bank Transfer
12840,7146,,2026-02-12,237.89,Card
12838,7146,6185.0,2026-03-14,16165.8,ACH
12841,7147,6186.0,2026-02-18,7229.43,Card
12842,7147,6186.0,2026-02-21,3198.68,ACH
12843,7147,6186.0,2026-03-08,9553.69,Card
12844,7148,6187.0,2025-07-07,46.84,Online Portal
12845,7149,6188.0,2025-10-22,524.37,ACH
12846,7150,6189.0,2025-09-14,160.63,ACH
12847,7150,6189.0,2025-09-16,234.55,Online Portal
12848,7151,6190.0,2025-11-16,3518.92,Bank Transfer
12849,7151,6190.0,2025-11-28,5189.45,Online Portal
12850,7152,6191.0,2025-06-18,93.32,ACH
12851,7153,6192.0,2024-12-14,777.93,ACH
12852,7154,6193.0,2025-04-11,263.24,Bank Transfer
12853,7155,6193.0,2025-03-29,190.12,Online Portal
12854,7156,6194.0,2024-12-20,7261.44,Online Portal
12855,7157,6195.0,2026-03-23,659.17,Bank Transfer
12856,7158,6196.0,2025-01-11,143.7,ACH
12857,7159,6197.0,2025-11-03,3858.12,ACH
12858,7160,6197.0,2025-10-30,794.94,Online Portal
12859,7161,6198.0,2025-08-13,204.43,ACH
12860,7162,6199.0,2024-08-24,80.54,ACH
12862,7162,,2024-09-02,218.6,Bank Transfer
12861,7162,6199.0,2024-09-03,140.85,Online Portal
12863,7163,6200.0,2025-02-02,30.58,ACH
12864,7164,6201.0,2025-07-20,1213.72,Card
12865,7165,6202.0,2026-02-10,18616.6,ACH
12866,7166,6203.0,2026-04-17,2853.76,Online Portal
12867,7167,6204.0,2025-08-04,1350.64,Card
12868,7167,,2025-08-09,151.97,Online Portal
12869,7167,,2025-08-31,82.16,Online Portal
12870,7168,6205.0,2025-12-19,369.56,Card
12871,7168,,2025-12-27,125.31,Online Portal
12873,7169,,2026-02-12,164.88,Online Portal
12872,7169,6206.0,2026-03-30,3663.02,Online Portal
12874,7170,6207.0,2025-07-03,71.11,Card
12875,7170,6207.0,2025-07-10,102.37,ACH
12876,7171,6208.0,2026-02-11,2994.22,ACH
12877,7172,6209.0,2026-04-11,446.57,ACH
12878,7173,6210.0,2026-02-05,1973.21,Online Portal
12879,7173,6210.0,2026-02-16,3297.57,ACH
12880,7173,,2026-02-18,300.5,Card
12881,7174,6211.0,2024-11-03,159.9,Online Portal
12882,7175,6212.0,2025-08-30,221.7,Online Portal
12883,7175,,2025-09-20,385.88,Bank Transfer
12884,7176,6212.0,2025-08-30,86.51,Online Portal
12885,7176,6212.0,2025-09-14,253.38,Card
12886,7177,6213.0,2024-12-10,290.47,ACH
12890,7178,,2025-09-10,29.93,Online Portal
12891,7178,,2025-10-15,45.86,Online Portal
12887,7178,6214.0,2025-10-22,349.28,Card
12888,7178,6214.0,2025-11-06,560.31,Online Portal
12889,7178,6214.0,2025-11-19,1127.07,Card
12892,7179,6215.0,2025-02-15,47.19,Online Portal
12893,7179,6215.0,2025-02-18,71.7,ACH
12894,7180,6216.0,2024-11-25,752.42,ACH
12895,7181,6216.0,2024-12-05,983.93,ACH
12896,7182,6217.0,2025-04-11,2583.61,Online Portal
12897,7182,6217.0,2025-04-19,3026.82,Online Portal
12899,7183,,2026-01-27,38.24,Online Portal
12898,7183,6218.0,2026-02-11,4355.93,ACH
12900,7184,6219.0,2025-10-17,247.11,Online Portal
12902,7185,,2025-03-01,355.54,Online Portal
12903,7185,,2025-03-26,410.46,Online Portal
12901,7185,6220.0,2025-04-04,1212.86,Online Portal
12904,7186,6221.0,2025-10-11,3959.68,ACH
12905,7187,6222.0,2025-04-03,1186.15,ACH
12906,7187,6222.0,2025-04-12,883.25,Bank Transfer
12907,7187,6222.0,2025-04-24,1963.84,Online Portal
12908,7188,6223.0,2025-04-16,141.26,Online Portal
12909,7188,,2025-05-05,87.62,Card
12911,7189,,2026-01-29,129.99,Online Portal
12912,7189,,2026-02-06,142.32,ACH
12910,7189,6224.0,2026-03-09,13983.74,Online Portal
12913,7190,6225.0,2024-12-28,672.87,Card
12914,7191,6226.0,2025-08-17,923.12,Online Portal
12915,7192,6227.0,2025-10-24,2112.22,Online Portal
12916,7192,6227.0,2025-11-08,573.51,ACH
12917,7192,6227.0,2025-11-10,1535.43,ACH
12918,7193,6228.0,2025-09-12,224.42,Online Portal
12919,7193,6228.0,2025-09-18,187.14,Online Portal
12920,7193,6228.0,2025-09-27,492.3,Online Portal
12921,7194,6229.0,2025-05-30,1640.65,ACH
12922,7195,6230.0,2026-03-03,6519.09,ACH
12923,7196,6231.0,2026-02-03,3204.91,Bank Transfer
12925,7197,,2025-07-17,178.35,Card
12924,7197,6232.0,2025-08-11,1072.94,ACH
12926,7198,6233.0,2026-04-12,1161.37,Card
12927,7199,6234.0,2025-01-19,80.71,Online Portal
12928,7199,,2025-02-13,30.1,ACH
12930,7200,,2026-02-22,279.09,Online Portal
12929,7200,6235.0,2026-04-04,14967.18,ACH
12931,7201,6235.0,2026-04-07,1676.53,Online Portal
12932,7202,6236.0,2024-09-07,28.59,Bank Transfer
12933,7202,6236.0,2024-09-12,47.1,Online Portal
12934,7202,,2024-10-31,136.96,Online Portal
12935,7203,6236.0,2024-08-24,47.1,Card
12936,7203,,2024-12-25,2767.06,ACH
12937,7204,6237.0,2025-10-23,814.9,Card
12938,7204,,2025-10-31,47.44,Online Portal
12939,7205,6237.0,2025-11-01,479.36,ACH
12940,7206,6238.0,2025-02-23,2012.9,ACH
12941,7207,6239.0,2025-08-02,564.36,Card
12942,7207,6239.0,2025-08-05,1980.17,Card
12943,7208,6240.0,2025-04-22,224.54,ACH
12944,7209,6241.0,2025-09-20,4505.55,ACH
12945,7210,6242.0,2026-05-01,279.41,Online Portal
12946,7210,6242.0,2026-05-05,292.49,Online Portal
12947,7211,6243.0,2025-11-19,1546.9,Online Portal
12948,7212,6244.0,2025-09-26,237.13,Online Portal
12949,7212,6244.0,2025-09-30,573.09,ACH
12950,7213,6245.0,2026-01-31,4992.75,Online Portal
12951,7214,6246.0,2025-06-19,933.46,Bank Transfer
12952,7215,6247.0,2025-02-24,195.91,Bank Transfer
12953,7215,6247.0,2025-03-11,314.36,ACH
12954,7215,6247.0,2025-03-15,277.66,Bank Transfer
12955,7216,6248.0,2025-12-02,1745.17,ACH
12957,7217,,2026-02-22,877.81,Online Portal
12956,7217,6249.0,2026-03-30,3243.52,Online Portal
12958,7218,6250.0,2024-12-14,2284.49,ACH
12959,7218,,2025-02-19,923.72,ACH
12960,7219,6251.0,2024-11-15,24.78,Online Portal
12961,7220,6252.0,2025-10-10,3020.28,Online Portal
12962,7220,6252.0,2025-10-23,3327.3,Online Portal
12963,7221,6253.0,2026-01-22,4354.11,ACH
12966,7222,,2025-08-04,242.96,ACH
12964,7222,6254.0,2025-09-07,52.74,Card
12965,7222,6254.0,2025-09-07,129.63,ACH
12967,7223,6254.0,2025-08-31,100.82,ACH
12969,7224,,2025-10-05,81.92,ACH
12970,7224,,2025-10-15,77.87,Online Portal
12968,7224,6255.0,2025-11-10,832.68,Card
12971,7225,6255.0,2025-11-21,505.97,Card
12972,7225,6255.0,2025-11-23,177.64,Online Portal
12973,7225,6255.0,2025-12-04,325.82,Online Portal
12974,7226,6255.0,2025-11-13,1189.54,Online Portal
12975,7227,6255.0,2025-11-12,1011.11,ACH
12976,7228,6256.0,2025-01-05,146.85,Online Portal
12977,7229,6257.0,2026-04-13,7551.39,ACH
12978,7230,6258.0,2025-08-29,1342.25,Online Portal
12980,7231,,2026-01-20,106.09,Online Portal
12979,7231,6259.0,2026-02-10,1866.58,Online Portal
12982,7232,,2025-07-10,3108.82,ACH
12981,7232,6259.0,2026-03-04,1976.38,Online Portal
12985,7233,,2025-12-23,206.09,Card
12986,7233,,2025-12-31,107.03,ACH
